Las actividades planteadas por el profesorado a través de los videos aumentaron mi interés por lo contenidos del curso. Escala Tipo A
La comunicación con mis compañeros a través de las actividades colaborativas aumentaron mi interés por lo contenidos del curso. Escala Tipo A
