j1;3;1;1;2;2;1;2;2;2;2;1
j2;3;1;2;2;2;1;1;2;2;2;1
j3;3;1;2;2;2;1;1;2;2;2;1
j4;7;6;6;6;6;1;5;5;6;6;1
j5;7;5;5;4;4;0.95;4;4;4;4;0.9
j6;7;6;6;6;6;1;6;6;6;6;1
j7;7;5;4;4;5;0.9;4;4;4;1;0.9
j8;7;5;4;4;4;1;4;3;4;4;1
j9;5;2;0;2;4;0.9;2;0;4;2;0.92
