dimensions;begin;end;j1;j2;j3;j4;j5;j6;j7
1;1;18;0.091;0.091;0.152;0.091;0.091;0.273;0.212
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
