dimensions;begin;end;j1;j2;j3;j4;j5;j6
1;1;30;0.115;0.115;0.115;0.115;0.269;0.269
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
